username,date_month,user_classification,is_data_user
user_0526,2025-09,Sleeper,False
user_0270,2025-04,Beginner,True
user_0603,2025-02,Advanced,True
user_0604,2025-12,Champion,True
user_0185,2025-05,Basic,True
user_0632,2025-04,Beginner,True
user_0329,2025-03,Basic,True
user_0371,2025-08,Basic,True
user_0751,2025-12,No Use,False
user_0312,2025-12,Intermediate,True
user_0748,2025-11,Sleeper,False
user_0737,2025-10,Sleeper,False
user_0546,2025-02,Basic,True
user_0231,2025-06,No Use,False
user_0169,2025-04,Intermediate,True
user_0226,2025-02,Basic,True
user_0665,2025-08,Advanced,True
user_0449,2025-01,Basic,True
user_0535,2025-02,Sleeper,False
user_0034,2025-12,Basic,True
user_0496,2025-05,Basic,True
user_0495,2025-08,Basic,True
user_0347,2025-11,Basic,True
user_0395,2025-09,Sleeper,False
user_0262,2025-12,Sleeper,False
user_0257,2025-04,Beginner,True
user_0781,2025-03,No Use,False
user_0605,2025-11,Basic,True
user_0152,2025-12,Advanced,True
user_0308,2025-05,Basic,True
user_0771,2025-02,Intermediate,True
user_0703,2025-09,Sleeper,False
user_0688,2025-06,Beginner,True
user_0797,2025-08,Intermediate,True
user_0382,2025-12,No Use,False
user_0216,2025-06,Advanced,True
user_0373,2025-09,Basic,True
user_0290,2025-03,Beginner,True
user_0140,2025-10,Intermediate,True
user_0488,2025-04,Beginner,True
user_0589,2025-03,Advanced,True
user_0684,2025-11,Basic,True
user_0592,2025-04,Beginner,True
user_0292,2025-10,No Use,False
user_0600,2025-12,Advanced,True
user_0028,2025-03,Basic,True
user_0169,2025-11,Advanced,True
user_0409,2025-01,No Use,False
user_0108,2025-01,Sleeper,False
user_0164,2025-09,Sleeper,False
user_0395,2025-06,No Use,False
user_0261,2025-10,No Use,False
user_0418,2025-09,No Use,False
user_0630,2025-12,Advanced,True
user_0234,2025-12,Intermediate,True
user_0364,2025-04,Basic,True
user_0405,2025-04,No Use,False
user_0473,2025-10,Basic,True
user_0184,2025-05,Basic,True
user_0286,2025-06,Intermediate,True
user_0301,2025-05,Basic,True
user_0027,2025-06,Intermediate,True
user_0101,2025-10,Advanced,True
user_0728,2025-12,Sleeper,False
user_0675,2025-05,Sleeper,False
user_0030,2025-08,Advanced,True
user_0430,2025-05,Beginner,True
user_0720,2025-09,Beginner,True
user_0528,2025-11,Basic,True
user_0464,2025-11,Beginner,True
user_0027,2025-02,Intermediate,True
user_0603,2025-01,Advanced,True
user_0072,2025-03,Basic,True
user_0510,2025-06,Beginner,True
user_0172,2025-01,Champion,True
user_0246,2025-07,Sleeper,False
user_0452,2025-03,Basic,True
user_0247,2025-01,Sleeper,False
user_0576,2025-11,No Use,False
user_0054,2025-10,Sleeper,True
user_0443,2025-08,Beginner,True
user_0758,2025-12,Basic,True
user_0747,2025-06,No Use,False
user_0799,2025-08,Beginner,True
user_0237,2025-06,No Use,False
user_0168,2025-09,Beginner,True
user_0099,2025-10,Intermediate,True
user_0110,2025-07,Basic,True
user_0754,2025-10,Sleeper,False
user_0652,2025-01,Sleeper,False
user_0720,2025-06,Sleeper,False
user_0586,2025-06,Intermediate,True
user_0175,2025-11,Basic,True
user_0662,2025-10,No Use,False
user_0224,2025-07,Intermediate,True
user_0228,2025-07,Basic,True
user_0439,2025-12,Sleeper,False
user_0753,2025-01,Beginner,True
user_0270,2025-06,Beginner,True
user_0527,2025-11,Intermediate,True
user_0683,2025-02,Advanced,True
user_0178,2025-09,Basic,True
user_0553,2025-07,Intermediate,True
user_0271,2025-12,Sleeper,False
ghost_09,2025-06,Beginner,False
user_0491,2025-08,Intermediate,True
user_0481,2025-12,No Use,False
user_0419,2025-05,No Use,False
user_0194,2025-10,Beginner,True
user_0303,2025-01,Beginner,True
user_0118,2025-11,Basic,True
user_0188,2025-05,No Use,False
user_0687,2025-01,Beginner,True
user_0102,2025-10,Beginner,True
user_0749,2025-07,No Use,False
user_0710,2025-03,Beginner,True
user_0549,2025-08,Beginner,True
user_0714,2025-07,Intermediate,True
user_0203,2025-04,Advanced,True
user_0595,2025-11,Advanced,True
user_0499,2025-09,Basic,True
user_0353,2025-09,Sleeper,False
user_0273,2025-08,Champion,True
user_0020,2025-06,Basic,True
user_0267,2025-03,Beginner,True
user_0096,2025-04,Sleeper,False
user_0573,2025-07,Intermediate,True
user_0363,2025-11,Basic,True
user_0758,2025-08,Beginner,True
user_0754,2025-03,No Use,False
user_0458,2025-10,Basic,True
user_0459,2025-07,Intermediate,True
user_0044,2025-07,No Use,False
user_0570,2025-12,Beginner,True
user_0466,2025-02,Basic,True
user_0545,2025-12,Sleeper,False
user_0253,2025-03,Sleeper,False
user_0095,2025-02,Basic,True
user_0376,2025-05,Beginner,True
user_0116,2025-05,Intermediate,True
user_0744,2025-05,Beginner,True
user_0729,2025-01,Intermediate,True
user_0776,2025-07,Basic,True
user_0452,2025-04,Basic,True
user_0489,2025-05,Beginner,True
user_0271,2025-05,Intermediate,True
user_0548,2025-07,Intermediate,True
user_0362,2025-07,Basic,True
user_0493,2025-12,Sleeper,False
user_0246,2025-05,Sleeper,False
user_0641,2025-05,Advanced,True
user_0060,2025-11,Intermediate,True
user_0009,2025-06,No Use,False
user_0343,2025-10,Intermediate,True
user_0450,2025-04,Basic,True
user_0431,2025-04,Advanced,True
user_0101,2025-03,Advanced,True
user_0514,2025-01,Sleeper,False
user_0374,2025-12,Sleeper,False
user_0367,2025-05,Beginner,True
user_0158,2025-07,Intermediate,True
user_0640,2025-08,Basic,True
user_0615,2025-11,Basic,True
user_0463,2025-06,Sleeper,False
user_0216,2025-09,Basic,True
user_0154,2025-08,Sleeper,False
user_0588,2025-10,No Use,False
user_0756,2025-09,No Use,False
user_0368,2025-04,Intermediate,True
user_0306,2025-10,Basic,True
user_0028,2025-12,Basic,True
user_0022,2025-08,Beginner,True
user_0270,2025-07,Beginner,True
user_0146,2025-10,No Use,False
user_0750,2025-07,Beginner,True
user_0677,2025-04,Sleeper,False
user_0254,2025-04,Advanced,True
user_0072,2025-02,Basic,True
ghost_04,2025-06,Champion,False
user_0757,2025-11,Champion,True
user_0668,2025-05,Beginner,True
user_0662,2025-07,Sleeper,False
user_0501,2025-10,No Use,False
user_0674,2025-08,Intermediate,True
user_0421,2025-01,Beginner,True
user_0602,2025-05,Basic,True
user_0109,2025-08,Beginner,True
user_0304,2025-03,Beginner,True
user_0673,2025-08,Champion,True
user_0751,2025-07,No Use,False
user_0505,2025-04,Basic,True
user_0771,2025-03,Intermediate,True
user_0283,2025-12,Advanced,True
user_0125,2025-01,Intermediate,True
user_0011,2025-04,Intermediate,True
user_0345,2025-05,Intermediate,True
user_0760,2025-04,Sleeper,False
user_0108,2025-04,Beginner,True
user_0103,2025-12,Sleeper,False
user_0193,2025-01,No Use,False
user_0572,2025-02,Beginner,True
user_0265,2025-09,Intermediate,True
user_0787,2025-05,No Use,False
user_0541,2025-05,Sleeper,False
user_0344,2025-02,Basic,True
user_0520,2025-12,Basic,True
user_0752,2025-08,Intermediate,True
user_0725,2025-06,No Use,False
user_0685,2025-07,Sleeper,False
user_0125,2025-04,Advanced,True
user_0373,2025-12,Basic,True
user_0321,2025-01,Sleeper,False
user_0478,2025-05,Sleeper,False
user_0702,2025-06,Advanced,True
user_0053,2025-03,Intermediate,True
user_0438,2025-05,No Use,False
user_0453,2025-11,Advanced,True
user_0512,2025-04,Basic,True
user_0406,2025-06,Beginner,True
user_0312,2025-08,Beginner,True
user_0782,2025-04,Advanced,True
user_0250,2025-10,No Use,False
user_0532,2025-05,No Use,False
user_0046,2025-09,Basic,True
user_0300,2025-08,Advanced,True
user_0192,2025-11,Beginner,True
user_0664,2025-02,Basic,True
user_0201,2025-12,Beginner,True
user_0153,2025-07,Intermediate,True
user_0340,2025-03,Advanced,True
user_0007,2025-11,Basic,True
user_0258,2025-03,Beginner,True
user_0026,2025-12,Intermediate,True
user_0046,2025-12,Beginner,True
user_0146,2025-01,Advanced,True
user_0662,2025-02,No Use,False
user_0386,2025-06,No Use,False
user_0233,2025-07,Basic,True
user_0682,2025-07,Basic,True
user_0785,2025-12,Champion,True
user_0071,2025-07,Sleeper,False
user_0636,2025-03,Basic,True
user_0157,2025-03,Beginner,True
user_0155,2025-01,No Use,False
user_0209,2025-04,Champion,True
user_0672,2025-05,Sleeper,False
user_0465,2025-07,No Use,False
user_0765,2025-06,Advanced,True
user_0678,2025-05,Advanced,True
user_0349,2025-04,No Use,False
user_0425,2025-12,Intermediate,True
user_0691,2025-03,Intermediate,True
user_0392,2025-04,No Use,False
user_0585,2025-09,Beginner,True
user_0432,2025-05,Basic,True
user_0631,2025-07,Beginner,True
user_0129,2025-09,Advanced,True
user_0622,2025-02,Intermediate,True
user_0354,2025-07,No Use,False
user_0234,2025-07,Basic,True
user_0190,2025-07,Basic,True
user_0410,2025-07,Intermediate,True
user_0279,2025-01,Beginner,True
user_0411,2025-01,Basic,True
user_0672,2025-11,Intermediate,True
user_0740,2025-03,Beginner,True
user_0054,2025-12,Sleeper,False
user_0477,2025-09,Beginner,True
user_0774,2025-05,Basic,True
user_0044,2025-06,No Use,False
user_0779,2025-04,Sleeper,False
user_0331,2025-04,Basic,True
user_0607,2025-04,Beginner,True
user_0783,2025-01,Basic,True
user_0002,2025-06,Sleeper,False
user_0559,2025-12,Sleeper,False
user_0472,2025-08,Beginner,True
user_0260,2025-01,Advanced,True
user_0205,2025-10,Basic,True
user_0011,2025-12,No Use,False
user_0699,2025-12,No Use,False
user_0518,2025-02,No Use,False
user_0040,2025-06,Beginner,True
user_0238,2025-02,Advanced,True
user_0179,2025-10,Sleeper,False
user_0800,2025-08,No Use,False
user_0119,2025-08,Intermediate,True
user_0431,2025-06,Advanced,False
user_0707,2025-01,Basic,True
user_0622,2025-05,Advanced,True
user_0297,2025-03,Advanced,True
user_0234,2025-11,Intermediate,True
user_0282,2025-07,Sleeper,False
user_0205,2025-02,Beginner,True
user_0424,2025-01,Basic,True
user_0223,2025-01,Champion,True
user_0159,2025-06,Champion,True
user_0785,2025-08,Basic,True
user_0080,2025-11,Advanced,True
user_0793,2025-07,Basic,True
user_0596,2025-09,No Use,False
user_0415,2025-06,No Use,False
user_0113,2025-11,Basic,True
user_0113,2025-07,No Use,False
user_0531,2025-07,Intermediate,True
user_0379,2025-02,Sleeper,False
user_0573,2025-12,Basic,True
user_0044,2025-09,No Use,False
user_0696,2025-09,Beginner,True
user_0190,2025-05,Intermediate,True
user_0087,2025-07,Beginner,True
user_0456,2025-05,Basic,True
user_0356,2025-02,No Use,False
user_0100,2025-09,Intermediate,True
user_0353,2025-05,Beginner,True
user_0273,2025-03,Intermediate,True
user_0356,2025-01,No Use,False
user_0400,2025-10,Beginner,True
user_0554,2025-12,No Use,False
user_0249,2025-03,No Use,False
user_0381,2025-09,Basic,True
user_0424,2025-07,Sleeper,False
user_0304,2025-06,No Use,False
user_0795,2025-10,Advanced,True
user_0761,2025-06,Intermediate,True
user_0406,2025-08,Beginner,True
user_0500,2025-12,Intermediate,True
user_0199,2025-11,Sleeper,False
user_0397,2025-03,Sleeper,False
user_0490,2025-11,Sleeper,False
user_0195,2025-11,No Use,False
user_0620,2025-08,Sleeper,False
user_0251,2025-08,Intermediate,True
user_0375,2025-01,Intermediate,True
user_0536,2025-10,No Use,False
user_0057,2025-07,Champion,True
user_0163,2025-08,Beginner,True
user_0702,2025-03,Advanced,True
user_0042,2025-02,Basic,True
user_0620,2025-01,Beginner,True
user_0199,2025-05,Beginner,True
user_0714,2025-02,Basic,True
user_0673,2025-11,Champion,True
user_0576,2025-04,Beginner,True
user_0692,2025-11,Beginner,True
user_0009,2025-08,Sleeper,False
user_0319,2025-04,No Use,False
user_0686,2025-08,No Use,False
user_0406,2025-07,Beginner,True
user_0072,2025-12,Beginner,True
user_0742,2025-03,Intermediate,True
user_0791,2025-11,Advanced,True
user_0231,2025-08,No Use,False
user_0311,2025-02,Beginner,True
user_0195,2025-12,No Use,False
user_0794,2025-04,Beginner,True
user_0009,2025-04,Sleeper,False
user_0389,2025-04,No Use,False
user_0306,2025-09,Basic,True
user_0770,2025-09,Beginner,True
user_0389,2025-03,No Use,False
user_0327,2025-02,Beginner,True
user_0728,2025-05,Beginner,True
user_0044,2025-12,No Use,False
user_0737,2025-05,Intermediate,True
user_0778,2025-07,Sleeper,False
user_0527,2025-03,Intermediate,True
user_0703,2025-07,Sleeper,False
user_0001,2025-07,Beginner,True
user_0347,2025-10,Basic,True
user_0687,2025-12,Sleeper,False
user_0377,2025-08,Basic,True
user_0666,2025-04,Advanced,True
user_0067,2025-07,Sleeper,False
user_0706,2025-06,Basic,True
user_0370,2025-12,Advanced,True
user_0506,2025-02,Intermediate,True
user_0508,2025-10,No Use,False
user_0353,2025-06,Beginner,True
user_0272,2025-10,No Use,False
user_0764,2025-09,No Use,False
user_0776,2025-11,Sleeper,False
user_0092,2025-02,Beginner,True
user_0686,2025-10,Intermediate,True
user_0703,2025-01,Sleeper,False
user_0604,2025-07,Champion,True
user_0352,2025-01,Sleeper,False
user_0592,2025-02,Beginner,True
user_0577,2025-12,Sleeper,False
user_0463,2025-03,Beginner,True
user_0298,2025-09,Advanced,True
user_0024,2025-06,Basic,True
user_0203,2025-11,Intermediate,True
user_0649,2025-08,Sleeper,False
user_0764,2025-01,Beginner,True
user_0781,2025-09,Beginner,True
user_0681,2025-01,Sleeper,False
user_0754,2025-12,No Use,False
user_0651,2025-05,Advanced,True
user_0326,2025-10,Champion,True
user_0175,2025-02,Beginner,True
user_0258,2025-10,Basic,True
user_0178,2025-01,Basic,True
user_0483,2025-09,Beginner,True
user_0782,2025-08,Intermediate,True
user_0552,2025-04,Basic,True
user_0064,2025-06,Basic,True
user_0013,2025-03,Basic,True
user_0265,2025-10,,True
user_0211,2025-04,Intermediate,True
user_0214,2025-10,Advanced,True
user_0219,2025-04,Intermediate,True
user_0499,2025-05,Beginner,True
user_0481,2025-08,Beginner,True
user_0433,2025-05,No Use,False
user_0694,2025-10,Intermediate,True
user_0613,2025-04,Beginner,True
user_0756,2025-10,Sleeper,False
user_0345,2025-09,Basic,True
user_0097,2025-02,Basic,True
ghost_01,2025-06,Basic,True
user_0071,2025-08,Basic,True
user_0694,2025-09,Intermediate,True
user_0667,2025-12,Beginner,True
user_0591,2025-12,Basic,True
user_0068,2025-11,Beginner,True
user_0587,2025-11,Basic,True
user_0262,2025-07,Beginner,True
user_0295,2025-12,Intermediate,True
user_0546,2025-04,Basic,True
user_0054,2025-02,Basic,True
user_0657,2025-01,Intermediate,True
user_0695,2025-04,Advanced,True
user_0323,2025-04,Sleeper,False
user_0251,2025-05,Advanced,True
user_0607,2025-02,Basic,True
user_0430,2025-09,No Use,False
user_0675,2025-11,Basic,True
user_0529,2025-02,Advanced,True
user_0768,2025-09,Beginner,True
user_0165,2025-01,Intermediate,True
user_0415,2025-03,No Use,False
user_0137,2025-01,Basic,True
user_0737,2025-12,Intermediate,True
user_0086,2025-04,Beginner,True
user_0391,2025-04,No Use,False
user_0272,2025-03,Basic,True
user_0650,2025-09,Intermediate,True
user_0296,2025-09,No Use,False
user_0308,2025-04,Basic,True
user_0622,2025-12,Beginner,True
user_0386,2025-04,No Use,False
user_0367,2025-03,Beginner,True
user_0255,2025-09,Basic,True
user_0568,2025-07,Sleeper,False
user_0482,2025-09,Intermediate,True
user_0113,2025-12,Basic,True
user_0192,2025-04,Intermediate,True
user_0472,2025-03,No Use,False
user_0728,2025-03,Beginner,True
user_0397,2025-10,Basic,True
user_0595,2025-06,Intermediate,True
user_0767,2025-12,Advanced,True
user_0089,2025-11,Basic,True
user_0777,2025-04,Champion,True
user_0626,2025-08,Advanced,True
user_0734,2025-03,Beginner,True
user_0768,2025-05,Beginner,True
user_0162,2025-04,Advanced,True
user_0187,2025-06,No Use,False
user_0328,2025-12,Intermediate,True
user_0560,2025-10,Advanced,True
user_0414,2025-01,Beginner,True
user_0732,2025-02,Sleeper,False
user_0584,2025-07,Basic,True
user_0019,2025-11,Sleeper,False
user_0581,2025-04,Intermediate,True
user_0296,2025-06,No Use,False
user_0068,2025-09,Beginner,True
user_0273,2025-05,Advanced,True
user_0409,2025-12,Advanced,True
user_0361,2025-03,Basic,True
user_0094,2025-04,No Use,False
user_0705,2025-02,Advanced,True
user_0676,2025-10,No Use,False
user_0600,2025-04,Advanced,True
user_0557,2025-03,Intermediate,True
user_0005,2025-07,Advanced,True
user_0260,2025-09,Basic,True
user_0655,2025-01,Basic,True
user_0001,2025-12,No Use,False
user_0467,2025-11,No Use,False
user_0536,2025-07,No Use,False
user_0381,2025-11,Basic,True
user_0401,2025-11,Beginner,True
user_0656,2025-09,Sleeper,False
user_0332,2025-07,No Use,False
user_0369,2025-08,Basic,True
user_0273,2025-04,Intermediate,True
user_0733,2025-11,Beginner,True
user_0138,2025-09,Basic,True
user_0717,2025-10,Intermediate,True
user_0297,2025-07,Intermediate,True
user_0094,2025-12,No Use,False
user_0675,2025-03,Intermediate,True
user_0572,2025-11,Beginner,True
user_0285,2025-04,Intermediate,True
user_0310,2025-07,No Use,False
user_0662,2025-11,Sleeper,False
user_0416,2025-08,Beginner,True
user_0711,2025-01,Beginner,True
user_0316,2025-04,Beginner,False
user_0728,2025-07,Sleeper,False
user_0239,2025-08,Beginner,True
user_0037,2025-11,Basic,True
user_0472,2025-09,Beginner,True
user_0578,2025-09,Intermediate,True
user_0335,2025-12,Sleeper,False
user_0093,2025-08,Basic,True
user_0494,2025-12,Sleeper,False
user_0329,2025-09,Intermediate,True
user_0110,2025-05,Basic,True
user_0172,2025-02,Advanced,True
user_0303,2025-02,Beginner,True
user_0033,2025-05,Champion,True
user_0690,2025-09,Basic,True
user_0565,2025-01,Basic,True
user_0560,2025-07,Intermediate,True
user_0650,2025-03,Intermediate,True
user_0394,2025-10,No Use,False
user_0350,2025-11,Intermediate,True
user_0212,2025-12,Sleeper,False
user_0414,2025-07,Beginner,True
user_0541,2025-06,Sleeper,False
user_0093,2025-06,Sleeper,False
user_0221,2025-08,Intermediate,True
user_0321,2025-04,Beginner,True
user_0202,2025-06,No Use,False
user_0063,2025-12,Basic,True
user_0272,2025-06,Sleeper,False
user_0261,2025-03,Beginner,True
user_0797,2025-11,Advanced,True
user_0764,2025-08,No Use,False
user_0626,2025-07,Basic,True
user_0421,2025-07,Sleeper,False
user_0782,2025-01,Intermediate,True
user_0697,2025-09,Intermediate,True
user_0447,2025-11,Beginner,True
user_0200,2025-07,No Use,False
user_0062,2025-01,Beginner,True
user_0548,2025-04,Basic,True
user_0723,2025-09,Intermediate,True
user_0187,2025-04,No Use,False
user_0252,2025-09,Intermediate,True
user_0642,2025-11,No Use,False
user_0025,2025-03,Beginner,True
user_0248,2025-01,No Use,False
user_0236,2025-04,Basic,True
user_0674,2025-12,Champion,True
user_0019,2025-01,Basic,True
user_0028,2025-05,Basic,True
user_0554,2025-08,No Use,False
user_0317,2025-12,No Use,False
user_0555,2025-11,No Use,False
user_0388,2025-05,Intermediate,True
user_0614,2025-03,Beginner,True
user_0377,2025-12,Basic,True
user_0717,2025-11,Basic,True
user_0624,2025-09,Basic,True
user_0087,2025-06,Beginner,True
user_0178,2025-10,No Use,False
user_0142,2025-01,Basic,True
user_0058,2025-06,Basic,True
user_0683,2025-10,Champion,True
user_0421,2025-10,No Use,False
user_0503,2025-12,No Use,False
user_0104,2025-09,No Use,False
user_0763,2025-04,Advanced,True
user_0239,2025-04,Sleeper,False
user_0457,2025-02,Champion,True
user_0162,2025-12,Intermediate,True
user_0136,2025-05,Intermediate,True
user_0697,2025-12,Intermediate,True
user_0463,2025-05,Sleeper,False
user_0179,2025-11,Sleeper,False
user_0491,2025-12,Basic,True
user_0454,2025-12,No Use,False
user_0639,2025-01,Intermediate,True
user_0520,2025-06,Intermediate,True
user_0320,2025-05,Intermediate,True
user_0402,2025-06,No Use,False
user_0163,2025-11,Beginner,True
user_0475,2025-06,Intermediate,True
user_0460,2025-06,Beginner,True
user_0741,2025-12,Beginner,True
user_0793,2025-04,Basic,True
user_0545,2025-09,No Use,False
user_0291,2025-05,No Use,False
user_0278,2025-09,Basic,True
user_0776,2025-09,Sleeper,False
user_0016,2025-05,Intermediate,True
user_0037,2025-05,Intermediate,True
user_0432,2025-02,Basic,True
user_0205,2025-05,Beginner,True
user_0373,2025-10,Basic,True
user_0790,2025-02,Beginner,True
user_0098,2025-03,Advanced,True
user_0470,2025-09,Intermediate,True
user_0343,2025-02,Advanced,True
user_0323,2025-07,No Use,False
user_0624,2025-12,Basic,True
user_0617,2025-10,Advanced,True
user_0649,2025-12,Advanced,True
user_0109,2025-09,Beginner,True
user_0538,2025-05,Basic,True
user_0628,2025-05,Basic,True
user_0134,2025-07,Sleeper,False
user_0085,2025-11,Basic,True
user_0727,2025-01,Intermediate,True
user_0074,2025-03,Sleeper,False
user_0627,2025-10,Basic,True
user_0177,2025-01,Basic,True
user_0216,2025-05,Advanced,True
user_0727,2025-02,Intermediate,True
user_0452,2025-10,Advanced,True
user_0280,2025-06,Beginner,True
user_0324,2025-09,Basic,True
user_0745,2025-10,Basic,True
user_0459,2025-08,Intermediate,True
user_0240,2025-10,Intermediate,True
user_0244,2025-09,Basic,True
user_0586,2025-05,Intermediate,True
user_0353,2025-07,Beginner,True
user_0650,2025-11,Basic,True
user_0352,2025-06,No Use,False
user_0121,2025-07,Sleeper,False
user_0087,2025-02,Beginner,True
user_0167,2025-10,Advanced,True
user_0215,2025-06,Basic,True
user_0458,2025-05,Intermediate,True
ghost_05,2025-09,No Use,False
user_0051,2025-04,Basic,True
user_0363,2025-01,Basic,True
user_0444,2025-02,Basic,True
user_0327,2025-12,Basic,True
user_0265,2025-11,Beginner,True
user_0721,2025-10,Sleeper,False
user_0558,2025-12,Intermediate,True
user_0507,2025-08,Beginner,True
user_0629,2025-11,Sleeper,False
user_0681,2025-11,Intermediate,True
user_0425,2025-02,Advanced,True
user_0407,2025-04,Intermediate,True
user_0156,2025-03,Intermediate,True
user_0049,2025-12,Advanced,True
user_0072,2025-07,Basic,True
user_0511,2025-01,Beginner,True
user_0356,2025-05,No Use,False
user_0136,2025-11,Advanced,True
user_0771,2025-08,Sleeper,False
user_0737,2025-01,Basic,True
user_0421,2025-03,Sleeper,False
user_0326,2025-04,Basic,True
user_0353,2025-01,Beginner,True
user_0037,2025-06,Intermediate,True
user_0679,2025-05,No Use,False
user_0659,2025-04,Beginner,True
user_0432,2025-09,Basic,True
user_0315,2025-06,Beginner,True
user_0012,2025-07,No Use,False
user_0267,2025-11,Basic,True
user_0243,2025-06,No Use,False
user_0483,2025-07,Intermediate,True
user_0632,2025-11,Intermediate,True
user_0609,2025-02,Basic,True
user_0361,2025-07,Sleeper,False
user_0386,2025-03,No Use,False
user_0328,2025-08,Intermediate,True
user_0639,2025-07,Beginner,True
user_0327,2025-05,Beginner,True
user_0048,2025-06,Sleeper,False
user_0643,2025-07,Advanced,True
user_0339,2025-11,Champion,True
user_0620,2025-04,Sleeper,False
user_0609,2025-09,No Use,False
user_0690,2025-03,No Use,False
user_0451,2025-04,Intermediate,True
user_0775,2025-08,Basic,True
user_0498,2025-01,Champion,True
user_0006,2025-12,Beginner,True
user_0075,2025-12,Sleeper,False
user_0635,2025-08,Intermediate,True
user_0115,2025-10,No Use,False
user_0727,2025-12,Intermediate,True
user_0384,2025-02,Sleeper,False
user_0442,2025-03,No Use,False
user_0120,2025-10,Basic,True
user_0733,2025-09,No Use,False
user_0289,2025-05,Advanced,True
user_0632,2025-12,Intermediate,True
user_0145,2025-06,Beginner,True
user_0660,2025-03,Basic,True
user_0665,2025-05,Advanced,True
user_0055,2025-01,Beginner,True
user_0102,2025-05,Beginner,True
user_0196,2025-01,Basic,True
user_0456,2025-01,No Use,False
user_0602,2025-08,No Use,False
user_0725,2025-04,Sleeper,False
user_0095,2025-03,Beginner,True
user_0061,2025-09,Basic,True
user_0279,2025-08,No Use,False
user_0059,2025-10,Intermediate,True
user_0139,2025-05,No Use,False
user_0059,2025-09,Advanced,True
user_0506,2025-11,No Use,False
user_0118,2025-06,No Use,False
user_0089,2025-02,Sleeper,False
user_0197,2025-07,Intermediate,True
user_0026,2025-09,Sleeper,False
user_0064,2025-09,No Use,False
user_0452,2025-08,Advanced,True
user_0145,2025-11,Intermediate,True
user_0578,2025-08,Intermediate,True
user_0478,2025-03,Sleeper,False
user_0228,2025-01,Basic,True
user_0338,2025-04,Basic,True
user_0493,2025-11,Beginner,True
user_0026,2025-03,Intermediate,True
user_0006,2025-02,Advanced,True
user_0616,2025-01,No Use,False
user_0725,2025-11,Sleeper,False
user_0293,2025-09,Beginner,True
user_0536,2025-12,No Use,False
user_0800,2025-07,No Use,False
user_0455,2025-06,Advanced,True
user_0507,2025-12,Beginner,True
user_0761,2025-01,Intermediate,True
user_0224,2025-03,Basic,True
user_0401,2025-07,Intermediate,True
user_0194,2025-09,Beginner,True
user_0091,2025-06,Intermediate,True
user_0289,2025-04,Advanced,True
user_0617,2025-09,Advanced,True
user_0747,2025-07,No Use,False
user_0262,2025-05,Beginner,True
user_0143,2025-01,Basic,True
user_0686,2025-11,Intermediate,True
user_0283,2025-08,Sleeper,False
user_0352,2025-04,Sleeper,False
user_0542,2025-08,Intermediate,True
user_0449,2025-05,Beginner,True
user_0288,2025-07,Basic,True
user_0589,2025-05,Advanced,True
user_0502,2025-06,Beginner,True
user_0049,2025-05,Intermediate,True
user_0068,2025-05,Sleeper,False
user_0742,2025-09,Sleeper,False
user_0014,2025-01,Sleeper,False
user_0238,2025-01,Advanced,True
user_0113,2025-08,No Use,False
user_0069,2025-06,Advanced,True
user_0255,2025-03,Intermediate,True
user_0256,2025-03,Beginner,True
user_0125,2025-07,Intermediate,True
user_0396,2025-11,No Use,False
user_0062,2025-02,No Use,False
user_0499,2025-12,Basic,True
user_0764,2025-02,Beginner,True
user_0316,2025-09,Beginner,True
user_0199,2025-09,Beginner,True
user_0370,2025-04,Advanced,True
user_0705,2025-08,Beginner,True
user_0203,2025-07,Intermediate,True
user_0722,2025-07,Basic,True
user_0239,2025-09,Beginner,True
user_0264,2025-08,,True
user_0224,2025-12,Basic,True
user_0180,2025-11,Beginner,True
user_0463,2025-12,Sleeper,False
user_0346,2025-09,Intermediate,True
user_0031,2025-11,Intermediate,True
user_0024,2025-02,Basic,True
user_0444,2025-06,Basic,True
user_0194,2025-07,Sleeper,False
user_0032,2025-03,Advanced,True
user_0089,2025-07,No Use,False
user_0768,2025-10,Beginner,True
user_0330,2025-04,Basic,True
user_0718,2025-02,No Use,False
user_0520,2025-07,Beginner,True
user_0582,2025-11,Basic,True
user_0550,2025-10,Beginner,True
user_0282,2025-09,Sleeper,False
user_0305,2025-10,Intermediate,True
user_0051,2025-05,Basic,True
user_0753,2025-10,Beginner,True
user_0021,2025-09,Sleeper,False
user_0693,2025-10,No Use,False
user_0284,2025-12,Intermediate,True
user_0065,2025-10,No Use,False
user_0405,2025-10,Sleeper,False
user_0345,2025-10,Basic,True
user_0530,2025-05,No Use,False
user_0698,2025-11,Beginner,True
user_0460,2025-11,Basic,True
user_0799,2025-11,Sleeper,False
user_0109,2025-10,Intermediate,True
user_0749,2025-01,No Use,False
user_0492,2025-09,Advanced,True
user_0588,2025-07,No Use,False
user_0617,2025-04,Advanced,True
user_0513,2025-01,No Use,False
user_0760,2025-02,Sleeper,False
user_0494,2025-05,Beginner,True
user_0648,2025-05,Beginner,True
user_0087,2025-09,No Use,False
user_0058,2025-08,Basic,True
user_0430,2025-12,Basic,True
user_0475,2025-09,Basic,True
user_0004,2025-12,Advanced,True
user_0638,2025-09,Basic,True
user_0266,2025-09,Intermediate,True
user_0478,2025-04,Sleeper,False
user_0766,2025-05,Intermediate,True
user_0043,2025-08,Basic,True
user_0108,2025-09,Intermediate,True
